initial leftsum: 131072
i: 16110, data[i]: 512, leftsum = 130560, rightSum = 512
i: 7501, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7500, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7499, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7498, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7497, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7496, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7495, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7494, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7493, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7492, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7491, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7490, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7489, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7488, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7487, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7486, data[i]: 1, leftsum = 100848, rightSum = 30224
i: 7485, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7484, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7483, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7482, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7481, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7480, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7479, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7478, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7477, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7476, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7475, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7474, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7473, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7472, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7471, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7470, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7469, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7468, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7467, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7466, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7465, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7464, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7463, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7462, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7461, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7460, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7459, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7458, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7457, data[i]: 0, leftsum = 100848, rightSum = 30224
i: 7456, data[i]: 1, leftsum = 100847, rightSum = 30225
i: 7455, data[i]: 1, leftsum = 100846, rightSum = 30226
i: 7454, data[i]: 0, leftsum = 100846, rightSum = 30226
i: 7453, data[i]: 0, leftsum = 100846, rightSum = 30226
i: 7452, data[i]: 0, leftsum = 100846, rightSum = 30226
i: 7451, data[i]: 2, leftsum = 100844, rightSum = 30228
i: 7450, data[i]: 1, leftsum = 100843, rightSum = 30229
i: 7449, data[i]: 1, leftsum = 100842, rightSum = 30230
i: 7448, data[i]: 0, leftsum = 100842, rightSum = 30230
i: 7447, data[i]: 1, leftsum = 100841, rightSum = 30231
i: 7446, data[i]: 0, leftsum = 100841, rightSum = 30231
i: 7445, data[i]: 1, leftsum = 100840, rightSum = 30232
i: 7444, data[i]: 0, leftsum = 100840, rightSum = 30232
i: 7443, data[i]: 0, leftsum = 100840, rightSum = 30232
i: 7442, data[i]: 0, leftsum = 100840, rightSum = 30232
i: 7441, data[i]: 0, leftsum = 100840, rightSum = 30232
i: 7440, data[i]: 0, leftsum = 100840, rightSum = 30232
i: 7439, data[i]: 0, leftsum = 100840, rightSum = 30232
i: 7438, data[i]: 0, leftsum = 100840, rightSum = 30232
i: 7437, data[i]: 2, leftsum = 100838, rightSum = 30234
i: 7436, data[i]: 2, leftsum = 100836, rightSum = 30236
i: 7435, data[i]: 1, leftsum = 100835, rightSum = 30237
i: 7434, data[i]: 0, leftsum = 100835, rightSum = 30237
i: 7433, data[i]: 1, leftsum = 100834, rightSum = 30238
i: 7432, data[i]: 0, leftsum = 100834, rightSum = 30238
i: 7431, data[i]: 0, leftsum = 100834, rightSum = 30238
i: 7430, data[i]: 1, leftsum = 100833, rightSum = 30239
i: 7429, data[i]: 1, leftsum = 100832, rightSum = 30240
i: 7428, data[i]: 1, leftsum = 100831, rightSum = 30241
i: 7427, data[i]: 0, leftsum = 100831, rightSum = 30241
i: 7426, data[i]: 1, leftsum = 100830, rightSum = 30242
i: 7425, data[i]: 0, leftsum = 100830, rightSum = 30242
i: 7424, data[i]: 1, leftsum = 100829, rightSum = 30243
i: 7423, data[i]: 1, leftsum = 100828, rightSum = 30244
i: 7422, data[i]: 2, leftsum = 100826, rightSum = 30246
i: 7421, data[i]: 2, leftsum = 100824, rightSum = 30248
i: 7420, data[i]: 8, leftsum = 100816, rightSum = 30256
i: 7419, data[i]: 1, leftsum = 100815, rightSum = 30257
i: 7418, data[i]: 0, leftsum = 100815, rightSum = 30257
i: 7417, data[i]: 0, leftsum = 100815, rightSum = 30257
i: 7416, data[i]: 0, leftsum = 100815, rightSum = 30257
i: 7415, data[i]: 1, leftsum = 100814, rightSum = 30258
i: 7414, data[i]: 0, leftsum = 100814, rightSum = 30258
i: 7413, data[i]: 1, leftsum = 100813, rightSum = 30259
i: 7412, data[i]: 1, leftsum = 100812, rightSum = 30260
i: 7411, data[i]: 0, leftsum = 100812, rightSum = 30260
i: 7410, data[i]: 0, leftsum = 100812, rightSum = 30260
i: 7409, data[i]: 4, leftsum = 100808, rightSum = 30264
i: 7408, data[i]: 1, leftsum = 100807, rightSum = 30265
i: 7407, data[i]: 1, leftsum = 100806, rightSum = 30266
i: 7406, data[i]: 2, leftsum = 100804, rightSum = 30268
i: 7405, data[i]: 2, leftsum = 100802, rightSum = 30270
i: 7404, data[i]: 2, leftsum = 100800, rightSum = 30272
i: 7403, data[i]: 16, leftsum = 100784, rightSum = 30288
i: 7402, data[i]: 4, leftsum = 100780, rightSum = 30292
i: 7401, data[i]: 2, leftsum = 100778, rightSum = 30294
i: 7400, data[i]: 2, leftsum = 100776, rightSum = 30296
i: 7399, data[i]: 2, leftsum = 100774, rightSum = 30298
i: 7398, data[i]: 2, leftsum = 100772, rightSum = 30300
i: 7397, data[i]: 4, leftsum = 100768, rightSum = 30304
i: 7396, data[i]: 32, leftsum = 100736, rightSum = 30336
i: 7395, data[i]: 1, leftsum = 100735, rightSum = 30337
i: 7394, data[i]: 0, leftsum = 100735, rightSum = 30337
i: 7393, data[i]: 1, leftsum = 100734, rightSum = 30338
i: 7392, data[i]: 1, leftsum = 100733, rightSum = 30339
i: 7391, data[i]: 0, leftsum = 100733, rightSum = 30339
i: 7390, data[i]: 1, leftsum = 100732, rightSum = 30340
i: 7389, data[i]: 0, leftsum = 100732, rightSum = 30340
i: 7388, data[i]: 0, leftsum = 100732, rightSum = 30340
i: 7387, data[i]: 0, leftsum = 100732, rightSum = 30340
i: 7386, data[i]: 0, leftsum = 100732, rightSum = 30340
i: 7385, data[i]: 1, leftsum = 100731, rightSum = 30341
i: 7384, data[i]: 1, leftsum = 100730, rightSum = 30342
i: 7383, data[i]: 0, leftsum = 100730, rightSum = 30342
i: 7382, data[i]: 0, leftsum = 100730, rightSum = 30342
i: 7381, data[i]: 0, leftsum = 100730, rightSum = 30342
i: 7380, data[i]: 0, leftsum = 100730, rightSum = 30342
i: 7379, data[i]: 0, leftsum = 100730, rightSum = 30342
i: 7378, data[i]: 0, leftsum = 100730, rightSum = 30342
i: 7377, data[i]: 0, leftsum = 100730, rightSum = 30342
i: 7376, data[i]: 2, leftsum = 100728, rightSum = 30344
i: 7375, data[i]: 2, leftsum = 100726, rightSum = 30346
i: 7374, data[i]: 2, leftsum = 100724, rightSum = 30348
i: 7373, data[i]: 1, leftsum = 100723, rightSum = 30349
i: 7372, data[i]: 1, leftsum = 100722, rightSum = 30350
i: 7371, data[i]: 1, leftsum = 100721, rightSum = 30351
i: 7370, data[i]: 0, leftsum = 100721, rightSum = 30351
i: 7369, data[i]: 0, leftsum = 100721, rightSum = 30351
i: 7368, data[i]: 0, leftsum = 100721, rightSum = 30351
i: 7367, data[i]: 0, leftsum = 100721, rightSum = 30351
i: 7366, data[i]: 0, leftsum = 100721, rightSum = 30351
i: 7365, data[i]: 0, leftsum = 100721, rightSum = 30351
i: 7364, data[i]: 0, leftsum = 100721, rightSum = 30351
i: 7363, data[i]: 0, leftsum = 100721, rightSum = 30351
i: 7362, data[i]: 0, leftsum = 100721, rightSum = 30351
i: 7361, data[i]: 0, leftsum = 100721, rightSum = 30351
i: 7360, data[i]: 0, leftsum = 100721, rightSum = 30351
i: 7359, data[i]: 0, leftsum = 100721, rightSum = 30351
i: 7358, data[i]: 0, leftsum = 100721, rightSum = 30351
i: 7357, data[i]: 0, leftsum = 100721, rightSum = 30351
i: 7356, data[i]: 0, leftsum = 100721, rightSum = 30351
i: 7355, data[i]: 0, leftsum = 100721, rightSum = 30351
i: 7354, data[i]: 0, leftsum = 100721, rightSum = 30351
i: 7353, data[i]: 0, leftsum = 100721, rightSum = 30351
i: 7352, data[i]: 0, leftsum = 100721, rightSum = 30351
i: 7351, data[i]: 1, leftsum = 100720, rightSum = 30352
i: 7350, data[i]: 0, leftsum = 100720, rightSum = 30352
i: 7349, data[i]: 2, leftsum = 100718, rightSum = 30354
i: 7348, data[i]: 2, leftsum = 100716, rightSum = 30356
i: 7347, data[i]: 4, leftsum = 100712, rightSum = 30360
i: 7346, data[i]: 4, leftsum = 100708, rightSum = 30364
i: 7345, data[i]: 4, leftsum = 100704, rightSum = 30368
i: 7344, data[i]: 4, leftsum = 100700, rightSum = 30372
i: 7343, data[i]: 1, leftsum = 100699, rightSum = 30373
i: 7342, data[i]: 0, leftsum = 100699, rightSum = 30373
i: 7341, data[i]: 1, leftsum = 100698, rightSum = 30374
i: 7340, data[i]: 0, leftsum = 100698, rightSum = 30374
i: 7339, data[i]: 0, leftsum = 100698, rightSum = 30374
i: 7338, data[i]: 0, leftsum = 100698, rightSum = 30374
i: 7337, data[i]: 1, leftsum = 100697, rightSum = 30375
i: 7336, data[i]: 1, leftsum = 100696, rightSum = 30376
i: 7335, data[i]: 1, leftsum = 100695, rightSum = 30377
i: 7334, data[i]: 0, leftsum = 100695, rightSum = 30377
i: 7333, data[i]: 0, leftsum = 100695, rightSum = 30377
i: 7332, data[i]: 1, leftsum = 100694, rightSum = 30378
i: 7331, data[i]: 0, leftsum = 100694, rightSum = 30378
i: 7330, data[i]: 1, leftsum = 100693, rightSum = 30379
i: 7329, data[i]: 0, leftsum = 100693, rightSum = 30379
i: 7328, data[i]: 0, leftsum = 100693, rightSum = 30379
i: 7327, data[i]: 1, leftsum = 100692, rightSum = 30380
i: 7326, data[i]: 0, leftsum = 100692, rightSum = 30380
i: 7325, data[i]: 0, leftsum = 100692, rightSum = 30380
i: 7324, data[i]: 0, leftsum = 100692, rightSum = 30380
i: 7323, data[i]: 0, leftsum = 100692, rightSum = 30380
i: 7322, data[i]: 0, leftsum = 100692, rightSum = 30380
i: 7321, data[i]: 0, leftsum = 100692, rightSum = 30380
i: 7320, data[i]: 0, leftsum = 100692, rightSum = 30380
i: 7319, data[i]: 1, leftsum = 100691, rightSum = 30381
i: 7318, data[i]: 0, leftsum = 100691, rightSum = 30381
i: 7317, data[i]: 0, leftsum = 100691, rightSum = 30381
i: 7316, data[i]: 1, leftsum = 100690, rightSum = 30382
i: 7315, data[i]: 0, leftsum = 100690, rightSum = 30382
i: 7314, data[i]: 1, leftsum = 100689, rightSum = 30383
i: 7313, data[i]: 0, leftsum = 100689, rightSum = 30383
i: 7312, data[i]: 0, leftsum = 100689, rightSum = 30383
i: 7311, data[i]: 0, leftsum = 100689, rightSum = 30383
i: 7310, data[i]: 0, leftsum = 100689, rightSum = 30383
i: 7309, data[i]: 0, leftsum = 100689, rightSum = 30383
i: 7308, data[i]: 0, leftsum = 100689, rightSum = 30383
i: 7307, data[i]: 0, leftsum = 100689, rightSum = 30383
i: 7306, data[i]: 0, leftsum = 100689, rightSum = 30383
i: 7305, data[i]: 1, leftsum = 100688, rightSum = 30384
i: 7304, data[i]: 0, leftsum = 100688, rightSum = 30384
i: 7303, data[i]: 0, leftsum = 100688, rightSum = 30384
i: 7302, data[i]: 0, leftsum = 100688, rightSum = 30384
i: 7301, data[i]: 0, leftsum = 100688, rightSum = 30384
i: 7300, data[i]: 0, leftsum = 100688, rightSum = 30384
i: 7299, data[i]: 2, leftsum = 100686, rightSum = 30386
i: 7298, data[i]: 1, leftsum = 100685, rightSum = 30387
i: 7297, data[i]: 1, leftsum = 100684, rightSum = 30388
i: 7296, data[i]: 0, leftsum = 100684, rightSum = 30388
i: 7295, data[i]: 1, leftsum = 100683, rightSum = 30389
i: 7294, data[i]: 0, leftsum = 100683, rightSum = 30389
i: 7293, data[i]: 0, leftsum = 100683, rightSum = 30389
i: 7292, data[i]: 1, leftsum = 100682, rightSum = 30390
i: 7291, data[i]: 0, leftsum = 100682, rightSum = 30390
i: 7290, data[i]: 0, leftsum = 100682, rightSum = 30390
i: 7289, data[i]: 0, leftsum = 100682, rightSum = 30390
i: 7288, data[i]: 0, leftsum = 100682, rightSum = 30390
i: 7287, data[i]: 0, leftsum = 100682, rightSum = 30390
i: 7286, data[i]: 0, leftsum = 100682, rightSum = 30390
i: 7285, data[i]: 1, leftsum = 100681, rightSum = 30391
i: 7284, data[i]: 1, leftsum = 100680, rightSum = 30392
i: 7283, data[i]: 0, leftsum = 100680, rightSum = 30392
i: 7282, data[i]: 1, leftsum = 100679, rightSum = 30393
i: 7281, data[i]: 0, leftsum = 100679, rightSum = 30393
i: 7280, data[i]: 0, leftsum = 100679, rightSum = 30393
i: 7279, data[i]: 0, leftsum = 100679, rightSum = 30393
i: 7278, data[i]: 0, leftsum = 100679, rightSum = 30393
i: 7277, data[i]: 0, leftsum = 100679, rightSum = 30393
i: 7276, data[i]: 0, leftsum = 100679, rightSum = 30393
i: 7275, data[i]: 0, leftsum = 100679, rightSum = 30393
i: 7274, data[i]: 0, leftsum = 100679, rightSum = 30393
i: 7273, data[i]: 0, leftsum = 100679, rightSum = 30393
i: 7272, data[i]: 0, leftsum = 100679, rightSum = 30393
i: 7271, data[i]: 0, leftsum = 100679, rightSum = 30393
i: 7270, data[i]: 1, leftsum = 100678, rightSum = 30394
i: 7269, data[i]: 0, leftsum = 100678, rightSum = 30394
i: 7268, data[i]: 0, leftsum = 100678, rightSum = 30394
i: 7267, data[i]: 1, leftsum = 100677, rightSum = 30395
i: 7266, data[i]: 1, leftsum = 100676, rightSum = 30396
i: 7265, data[i]: 1, leftsum = 100675, rightSum = 30397
i: 7264, data[i]: 0, leftsum = 100675, rightSum = 30397
i: 7263, data[i]: 0, leftsum = 100675, rightSum = 30397
i: 7262, data[i]: 0, leftsum = 100675, rightSum = 30397
i: 7261, data[i]: 0, leftsum = 100675, rightSum = 30397
i: 7260, data[i]: 1, leftsum = 100674, rightSum = 30398
i: 7259, data[i]: 1, leftsum = 100673, rightSum = 30399
i: 7258, data[i]: 0, leftsum = 100673, rightSum = 30399
i: 7257, data[i]: 1, leftsum = 100672, rightSum = 30400
i: 7256, data[i]: 0, leftsum = 100672, rightSum = 30400
i: 7255, data[i]: 0, leftsum = 100672, rightSum = 30400
i: 7254, data[i]: 0, leftsum = 100672, rightSum = 30400
i: 7253, data[i]: 1, leftsum = 100671, rightSum = 30401
i: 7252, data[i]: 0, leftsum = 100671, rightSum = 30401
i: 7251, data[i]: 0, leftsum = 100671, rightSum = 30401
i: 7250, data[i]: 0, leftsum = 100671, rightSum = 30401
i: 7249, data[i]: 0, leftsum = 100671, rightSum = 30401
i: 7248, data[i]: 0, leftsum = 100671, rightSum = 30401
i: 7247, data[i]: 0, leftsum = 100671, rightSum = 30401
i: 7246, data[i]: 0, leftsum = 100671, rightSum = 30401
i: 7245, data[i]: 1, leftsum = 100670, rightSum = 30402
i: 7244, data[i]: 1, leftsum = 100669, rightSum = 30403
i: 7243, data[i]: 0, leftsum = 100669, rightSum = 30403
i: 7242, data[i]: 0, leftsum = 100669, rightSum = 30403
i: 7241, data[i]: 0, leftsum = 100669, rightSum = 30403
i: 7240, data[i]: 0, leftsum = 100669, rightSum = 30403
i: 7239, data[i]: 1, leftsum = 100668, rightSum = 30404
i: 7238, data[i]: 0, leftsum = 100668, rightSum = 30404
i: 7237, data[i]: 0, leftsum = 100668, rightSum = 30404
i: 7236, data[i]: 0, leftsum = 100668, rightSum = 30404
i: 7235, data[i]: 0, leftsum = 100668, rightSum = 30404
i: 7234, data[i]: 0, leftsum = 100668, rightSum = 30404
i: 7233, data[i]: 0, leftsum = 100668, rightSum = 30404
i: 7232, data[i]: 0, leftsum = 100668, rightSum = 30404
i: 7231, data[i]: 0, leftsum = 100668, rightSum = 30404
i: 7230, data[i]: 0, leftsum = 100668, rightSum = 30404
i: 7229, data[i]: 0, leftsum = 100668, rightSum = 30404
i: 7228, data[i]: 0, leftsum = 100668, rightSum = 30404
i: 7227, data[i]: 0, leftsum = 100668, rightSum = 30404
i: 7226, data[i]: 0, leftsum = 100668, rightSum = 30404
i: 7225, data[i]: 0, leftsum = 100668, rightSum = 30404
i: 7224, data[i]: 0, leftsum = 100668, rightSum = 30404
i: 7223, data[i]: 0, leftsum = 100668, rightSum = 30404
i: 7222, data[i]: 0, leftsum = 100668, rightSum = 30404
i: 7221, data[i]: 0, leftsum = 100668, rightSum = 30404
i: 7220, data[i]: 1, leftsum = 100667, rightSum = 30405
i: 7219, data[i]: 0, leftsum = 100667, rightSum = 30405
i: 7218, data[i]: 0, leftsum = 100667, rightSum = 30405
i: 7217, data[i]: 1, leftsum = 100666, rightSum = 30406
i: 7216, data[i]: 0, leftsum = 100666, rightSum = 30406
i: 7215, data[i]: 0, leftsum = 100666, rightSum = 30406
i: 7214, data[i]: 0, leftsum = 100666, rightSum = 30406
i: 7213, data[i]: 0, leftsum = 100666, rightSum = 30406
i: 7212, data[i]: 0, leftsum = 100666, rightSum = 30406
i: 7211, data[i]: 1, leftsum = 100665, rightSum = 30407
i: 7210, data[i]: 0, leftsum = 100665, rightSum = 30407
i: 7209, data[i]: 0, leftsum = 100665, rightSum = 30407
i: 7208, data[i]: 0, leftsum = 100665, rightSum = 30407
i: 7207, data[i]: 0, leftsum = 100665, rightSum = 30407
i: 7206, data[i]: 0, leftsum = 100665, rightSum = 30407
i: 7205, data[i]: 0, leftsum = 100665, rightSum = 30407
i: 7204, data[i]: 0, leftsum = 100665, rightSum = 30407
i: 7203, data[i]: 0, leftsum = 100665, rightSum = 30407
i: 7202, data[i]: 0, leftsum = 100665, rightSum = 30407
i: 7201, data[i]: 0, leftsum = 100665, rightSum = 30407
i: 7200, data[i]: 0, leftsum = 100665, rightSum = 30407
i: 7199, data[i]: 0, leftsum = 100665, rightSum = 30407
i: 7198, data[i]: 0, leftsum = 100665, rightSum = 30407
i: 7197, data[i]: 0, leftsum = 100665, rightSum = 30407
i: 7196, data[i]: 0, leftsum = 100665, rightSum = 30407
i: 7195, data[i]: 0, leftsum = 100665, rightSum = 30407
i: 7194, data[i]: 0, leftsum = 100665, rightSum = 30407
i: 7193, data[i]: 0, leftsum = 100665, rightSum = 30407
i: 7192, data[i]: 1, leftsum = 100664, rightSum = 30408
i: 7191, data[i]: 1, leftsum = 100663, rightSum = 30409
i: 7190, data[i]: 0, leftsum = 100663, rightSum = 30409
i: 7189, data[i]: 0, leftsum = 100663, rightSum = 30409
i: 7188, data[i]: 1, leftsum = 100662, rightSum = 30410
i: 7187, data[i]: 0, leftsum = 100662, rightSum = 30410
i: 7186, data[i]: 0, leftsum = 100662, rightSum = 30410
i: 7185, data[i]: 0, leftsum = 100662, rightSum = 30410
i: 7184, data[i]: 0, leftsum = 100662, rightSum = 30410
i: 7183, data[i]: 0, leftsum = 100662, rightSum = 30410
i: 7182, data[i]: 2, leftsum = 100660, rightSum = 30412
i: 7181, data[i]: 1, leftsum = 100659, rightSum = 30413
i: 7180, data[i]: 0, leftsum = 100659, rightSum = 30413
i: 7179, data[i]: 0, leftsum = 100659, rightSum = 30413
i: 7178, data[i]: 0, leftsum = 100659, rightSum = 30413
i: 7177, data[i]: 0, leftsum = 100659, rightSum = 30413
i: 7176, data[i]: 1, leftsum = 100658, rightSum = 30414
i: 7175, data[i]: 0, leftsum = 100658, rightSum = 30414
i: 7174, data[i]: 1, leftsum = 100657, rightSum = 30415
i: 7173, data[i]: 0, leftsum = 100657, rightSum = 30415
i: 7172, data[i]: 1, leftsum = 100656, rightSum = 30416
i: 7171, data[i]: 0, leftsum = 100656, rightSum = 30416
i: 7170, data[i]: 0, leftsum = 100656, rightSum = 30416
i: 7169, data[i]: 0, leftsum = 100656, rightSum = 30416
i: 7168, data[i]: 0, leftsum = 100656, rightSum = 30416
i: 7167, data[i]: 0, leftsum = 100656, rightSum = 30416
i: 7166, data[i]: 8, leftsum = 100648, rightSum = 30424
i: 7165, data[i]: 8, leftsum = 100640, rightSum = 30432
i: 7164, data[i]: 1, leftsum = 100639, rightSum = 30433
i: 7163, data[i]: 0, leftsum = 100639, rightSum = 30433
i: 7162, data[i]: 1, leftsum = 100638, rightSum = 30434
i: 7161, data[i]: 2, leftsum = 100636, rightSum = 30436
i: 7160, data[i]: 2, leftsum = 100634, rightSum = 30438
i: 7159, data[i]: 2, leftsum = 100632, rightSum = 30440
i: 7158, data[i]: 2, leftsum = 100630, rightSum = 30442
i: 7157, data[i]: 1, leftsum = 100629, rightSum = 30443
i: 7156, data[i]: 1, leftsum = 100628, rightSum = 30444
i: 7155, data[i]: 0, leftsum = 100628, rightSum = 30444
i: 7154, data[i]: 1, leftsum = 100627, rightSum = 30445
i: 7153, data[i]: 1, leftsum = 100626, rightSum = 30446
i: 7152, data[i]: 2, leftsum = 100624, rightSum = 30448
i: 7151, data[i]: 1, leftsum = 100623, rightSum = 30449
i: 7150, data[i]: 1, leftsum = 100622, rightSum = 30450
i: 7149, data[i]: 1, leftsum = 100621, rightSum = 30451
i: 7148, data[i]: 0, leftsum = 100621, rightSum = 30451
i: 7147, data[i]: 1, leftsum = 100620, rightSum = 30452
i: 7146, data[i]: 4, leftsum = 100616, rightSum = 30456
i: 7145, data[i]: 4, leftsum = 100612, rightSum = 30460
i: 7144, data[i]: 4, leftsum = 100608, rightSum = 30464
i: 7143, data[i]: 256, leftsum = 100352, rightSum = 30720
i: 7142, data[i]: 32, leftsum = 100320, rightSum = 30752
i: 7141, data[i]: 32, leftsum = 100288, rightSum = 30784
i: 7140, data[i]: 16, leftsum = 100272, rightSum = 30800
i: 7139, data[i]: 16, leftsum = 100256, rightSum = 30816
i: 7138, data[i]: 32, leftsum = 100224, rightSum = 30848
i: 7137, data[i]: 32, leftsum = 100192, rightSum = 30880
i: 7136, data[i]: 32, leftsum = 100160, rightSum = 30912
i: 7135, data[i]: 64, leftsum = 100096, rightSum = 30976
i: 7134, data[i]: 256, leftsum = 99840, rightSum = 31232
